Season,Site,Transect,Strata,QUAD,species,1,2,3,4,5
FALL,INDIANS,3,BENTHIC,12.4,Lythrypnus dalli,0,0,0,0,0
FALL,INDIANS,3,BENTHIC,15,Lythrypnus dalli,0,0,0,0,0
FALL,INDIANS,3,BENTHIC,18.2,Lythrypnus dalli,0,0,0,0,0
FALL,INDIANS,3,BENTHIC,22.3,Lythrypnus dalli,0,0,0,0,0
FALL,INDIANS,3,BENTHIC,25.1,Lythrypnus dalli,0,0,0,0,0
FALL,INDIANS,3,BENTHIC,28.9,Lythrypnus dalli,0,0,0,0,0
FALL,INDIANS,4,BENTHIC,2.9,Lythrypnus dalli,0,0,12,3,0
FALL,INDIANS,4,BENTHIC,4.2,Lythrypnus dalli,0,0,15,1,0
FALL,INDIANS,4,BENTHIC,7.5,Lythrypnus dalli,0,7,10,5,0
FALL,INDIANS,4,BENTHIC,12,Lythrypnus dalli,0,0,0,0,0
FALL,INDIANS,4,BENTHIC,13.9,Lythrypnus dalli,0,0,10,0,0
FALL,INDIANS,4,BENTHIC,16.4,Lythrypnus dalli,0,0,0,0,0
FALL,INDIANS,4,BENTHIC,21.4,Lythrypnus dalli,0,0,0,0,0
FALL,INDIANS,4,BENTHIC,24.1,Lythrypnus dalli,0,0,0,0,0
FALL,INDIANS,4,BENTHIC,27.2,Lythrypnus dalli,0,0,0,0,0
FALL,INDIANS,4,BENTHIC,29,Lythrypnus dalli,0,0,0,0,0
FALL,ARROW,1,BENTHIC,2.4,Lythrypnus dalli,0,0,0,0,0
FALL,ARROW,1,BENTHIC,5.9,Lythrypnus dalli,0,0,0,0,0
FALL,ARROW,1,BENTHIC,6.9,Lythrypnus dalli,0,0,0,0,0
FALL,ARROW,1,BENTHIC,10.2,Lythrypnus dalli,0,0,0,0,0
FALL,ARROW,1,BENTHIC,12.5,Lythrypnus dalli,0,0,0,0,0
FALL,ARROW,1,BENTHIC,15.9,Lythrypnus dalli,0,0,0,0,0
FALL,ARROW,1,BENTHIC,19.8,Lythrypnus dalli,0,0,0,0,0
FALL,ARROW,1,BENTHIC,24,Lythrypnus dalli,0,0,0,0,0
FALL,ARROW,1,BENTHIC,25.8,Lythrypnus dalli,0,0,0,0,0
FALL,ARROW,1,BENTHIC,27.1,Lythrypnus dalli,0,0,0,0,0
FALL,ARROW,2,BENTHIC,0.7,Lythrypnus dalli,0,0,0,0,0
FALL,ARROW,2,BENTHIC,4.7,Lythrypnus dalli,0,0,0,0,0
FALL,ARROW,2,BENTHIC,8,Lythrypnus dalli,0,0,0,0,0
FALL,ARROW,2,BENTHIC,9.4,Lythrypnus dalli,0,0,0,0,0
FALL,ARROW,2,BENTHIC,14.1,Lythrypnus dalli,0,0,0,0,0
FALL,ARROW,2,BENTHIC,16.7,Lythrypnus dalli,0,0,0,0,0
FALL,ARROW,2,BENTHIC,19.8,Lythrypnus dalli,0,0,0,0,0
FALL,ARROW,2,BENTHIC,23.8,Lythrypnus dalli,0,0,0,0,0
FALL,ARROW,2,BENTHIC,24.1,Lythrypnus dalli,0,0,0,0,0
FALL,ARROW,2,BENTHIC,28.6,Lythrypnus dalli,0,0,0,0,0
FALL,ARROW,3,BENTHIC,1.8,Lythrypnus dalli,0,0,0,0,0
FALL,ARROW,3,BENTHIC,4.4,Lythrypnus dalli,0,0,0,0,0
FALL,ARROW,3,BENTHIC,7.7,Lythrypnus dalli,0,0,0,0,0
FALL,ARROW,3,BENTHIC,9.9,Lythrypnus dalli,0,0,0,0,0
FALL,ARROW,3,BENTHIC,14.2,Lythrypnus dalli,0,0,0,0,0
FALL,ARROW,3,BENTHIC,16,Lythrypnus dalli,0,0,0,0,0
FALL,ARROW,3,BENTHIC,20,Lythrypnus dalli,0,0,0,0,0
FALL,ARROW,3,BENTHIC,23.7,Lythrypnus dalli,0,0,0,0,0
FALL,ARROW,3,BENTHIC,24.8,Lythrypnus dalli,0,0,0,0,0
FALL,ARROW,3,BENTHIC,27.3,Lythrypnus dalli,0,0,0,0,0
FALL,ARROW,4,BENTHIC,1.4,Lythrypnus dalli,0,0,0,0,0
FALL,ARROW,4,BENTHIC,5.8,Lythrypnus dalli,0,0,0,0,0
FALL,ARROW,4,BENTHIC,7.6,Lythrypnus dalli,0,0,0,0,0
FALL,ARROW,4,BENTHIC,10.1,Lythrypnus dalli,0,0,0,0,0
FALL,ARROW,4,BENTHIC,13.2,Lythrypnus dalli,0,0,0,0,0
FALL,ARROW,4,BENTHIC,15,Lythrypnus dalli,0,0,0,0,0
FALL,ARROW,4,BENTHIC,19,Lythrypnus dalli,0,0,0,0,0
FALL,ARROW,4,BENTHIC,23.1,Lythrypnus dalli,0,0,0,0,0
FALL,ARROW,4,BENTHIC,25.6,Lythrypnus dalli,0,0,0,0,0
FALL,ARROW,4,BENTHIC,27,Lythrypnus dalli,0,0,0,0,0
FALL,PARSONS,1,BENTHIC,2.6,Lythrypnus dalli,0,0,0,0,0
FALL,PARSONS,1,BENTHIC,3.6,Lythrypnus dalli,0,0,0,0,0
FALL,PARSONS,1,BENTHIC,8.5,Lythrypnus dalli,0,0,0,0,0
FALL,PARSONS,1,BENTHIC,9.6,Lythrypnus dalli,0,0,0,0,0
FALL,PARSONS,1,BENTHIC,14.8,Lythrypnus dalli,0,0,0,0,0
FALL,PARSONS,1,BENTHIC,16.5,Lythrypnus dalli,0,0,0,0,0
FALL,PARSONS,1,BENTHIC,19.7,Lythrypnus dalli,0,0,0,0,0
FALL,PARSONS,1,BENTHIC,23.3,Lythrypnus dalli,0,0,0,0,0
FALL,PARSONS,1,BENTHIC,24,Lythrypnus dalli,0,0,0,0,0
FALL,PARSONS,1,BENTHIC,28,Lythrypnus dalli,0,0,0,0,0
FALL,PARSONS,2,BENTHIC,2.8,Lythrypnus dalli,0,0,0,0,0
FALL,PARSONS,2,BENTHIC,3.7,Lythrypnus dalli,0,0,0,0,0
FALL,PARSONS,2,BENTHIC,7,Lythrypnus dalli,0,0,0,0,0
FALL,PARSONS,2,BENTHIC,10.2,Lythrypnus dalli,0,0,0,0,0
FALL,PARSONS,2,BENTHIC,14.4,Lythrypnus dalli,0,0,0,0,0
FALL,PARSONS,2,BENTHIC,15.8,Lythrypnus dalli,0,0,0,0,0
FALL,PARSONS,2,BENTHIC,20.2,Lythrypnus dalli,0,0,0,0,0
FALL,PARSONS,2,BENTHIC,23.7,Lythrypnus dalli,0,0,0,0,0
FALL,PARSONS,2,BENTHIC,24.5,Lythrypnus dalli,0,0,0,0,0
FALL,PARSONS,2,BENTHIC,27.2,Lythrypnus dalli,0,0,0,0,0
FALL,PARSONS,3,BENTHIC,1.4,Lythrypnus dalli,0,0,0,0,0
FALL,PARSONS,3,BENTHIC,5.7,Lythrypnus dalli,0,0,0,0,0
FALL,PARSONS,3,BENTHIC,6.4,Lythrypnus dalli,0,0,0,0,0
FALL,PARSONS,3,BENTHIC,11.5,Lythrypnus dalli,0,0,0,0,0
FALL,PARSONS,3,BENTHIC,14.7,Lythrypnus dalli,0,0,0,0,0
FALL,PARSONS,3,BENTHIC,18,Lythrypnus dalli,0,0,0,0,0
FALL,PARSONS,3,BENTHIC,18.8,Lythrypnus dalli,0,0,0,0,0
FALL,PARSONS,3,BENTHIC,23.3,Lythrypnus dalli,0,0,0,0,0
FALL,PARSONS,3,BENTHIC,26.7,Lythrypnus dalli,0,0,0,0,0
FALL,PARSONS,3,BENTHIC,28.8,Lythrypnus dalli,0,0,0,0,0
FALL,PARSONS,4,BENTHIC,1.2,Lythrypnus dalli,0,0,0,0,0
FALL,PARSONS,4,BENTHIC,4.7,Lythrypnus dalli,0,0,0,0,0
FALL,PARSONS,4,BENTHIC,7,Lythrypnus dalli,0,0,0,0,0
FALL,PARSONS,4,BENTHIC,9.1,Lythrypnus dalli,0,0,0,0,0
FALL,PARSONS,4,BENTHIC,14.5,Lythrypnus dalli,0,0,0,0,0
FALL,PARSONS,4,BENTHIC,15.8,Lythrypnus dalli,0,0,0,0,0
FALL,PARSONS,4,BENTHIC,19.7,Lythrypnus dalli,0,0,0,0,0
FALL,PARSONS,4,BENTHIC,22.2,Lythrypnus dalli,0,0,0,0,0
FALL,PARSONS,4,BENTHIC,26.2,Lythrypnus dalli,0,0,0,0,0
FALL,PARSONS,4,BENTHIC,29.8,Lythrypnus dalli,0,0,0,0,0
FALL,BEYOND,1,BENTHIC,1.5,Lythrypnus dalli,0,0,0,0,0
FALL,BEYOND,1,BENTHIC,4.5,Lythrypnus dalli,0,0,0,0,0
FALL,BEYOND,1,BENTHIC,6.4,Lythrypnus dalli,0,0,0,0,0
FALL,BEYOND,1,BENTHIC,11.2,Lythrypnus dalli,0,0,0,0,0
FALL,BEYOND,1,BENTHIC,13.9,Lythrypnus dalli,0,0,0,0,0
FALL,BEYOND,1,BENTHIC,17.4,Lythrypnus dalli,0,0,0,0,0
FALL,BEYOND,1,BENTHIC,18,Lythrypnus dalli,0,0,0,0,0
FALL,BEYOND,1,BENTHIC,21.3,Lythrypnus dalli,0,0,0,0,0
FALL,BEYOND,1,BENTHIC,24.9,Lythrypnus dalli,0,0,0,0,0
FALL,BEYOND,1,BENTHIC,27.3,Lythrypnus dalli,0,0,0,0,0
FALL,BEYOND,2,BENTHIC,2.7,Lythrypnus dalli,0,0,0,0,0
FALL,BEYOND,2,BENTHIC,5.3,Lythrypnus dalli,0,0,0,0,0
FALL,BEYOND,2,BENTHIC,6.6,Lythrypnus dalli,0,0,0,0,0
FALL,BEYOND,2,BENTHIC,11.2,Lythrypnus dalli,0,0,0,0,0
FALL,BEYOND,2,BENTHIC,14,Lythrypnus dalli,0,0,0,0,0
FALL,BEYOND,2,BENTHIC,17.7,Lythrypnus dalli,0,0,0,0,0
FALL,BEYOND,2,BENTHIC,18.7,Lythrypnus dalli,0,0,0,0,0
FALL,BEYOND,2,BENTHIC,22.1,Lythrypnus dalli,0,0,0,0,0
FALL,BEYOND,2,BENTHIC,26.4,Lythrypnus dalli,0,0,0,0,0
FALL,BEYOND,2,BENTHIC,27.9,Lythrypnus dalli,0,0,0,0,0
FALL,BEYOND,3,BENTHIC,0.4,Lythrypnus dalli,0,0,0,0,0
FALL,BEYOND,3,BENTHIC,5.6,Lythrypnus dalli,0,0,0,0,0
FALL,BEYOND,3,BENTHIC,8.7,Lythrypnus dalli,0,0,0,0,0
FALL,BEYOND,3,BENTHIC,10.8,Lythrypnus dalli,0,0,0,0,0
FALL,BEYOND,3,BENTHIC,14.3,Lythrypnus dalli,0,0,0,0,0
FALL,BEYOND,3,BENTHIC,15.2,Lythrypnus dalli,0,0,0,0,0
FALL,BEYOND,3,BENTHIC,20.8,Lythrypnus dalli,0,0,0,0,0
FALL,BEYOND,3,BENTHIC,21.6,Lythrypnus dalli,0,0,0,0,0
FALL,BEYOND,3,BENTHIC,26.3,Lythrypnus dalli,0,0,0,0,0
FALL,BEYOND,3,BENTHIC,27.8,Lythrypnus dalli,0,0,0,0,0
FALL,BEYOND,4,BENTHIC,0.7,Lythrypnus dalli,0,0,0,0,0
FALL,BEYOND,4,BENTHIC,5.8,Lythrypnus dalli,0,0,0,0,0
FALL,BEYOND,4,BENTHIC,8.7,Lythrypnus dalli,0,0,0,0,0
FALL,BEYOND,4,BENTHIC,10.6,Lythrypnus dalli,0,0,0,0,0
FALL,BEYOND,4,BENTHIC,13,Lythrypnus dalli,0,0,0,0,0
FALL,BEYOND,4,BENTHIC,17,Lythrypnus dalli,0,0,0,0,0
FALL,BEYOND,4,BENTHIC,19.7,Lythrypnus dalli,0,0,0,0,0
FALL,BEYOND,4,BENTHIC,21.2,Lythrypnus dalli,0,0,0,0,0
FALL,BEYOND,4,BENTHIC,26.4,Lythrypnus dalli,0,0,0,0,0
FALL,BEYOND,4,BENTHIC,29.9,Lythrypnus dalli,0,0,0,0,0
FALL,ISTHMUS,1,BENTHIC,1.3,Lythrypnus dalli,0,2,17,1,0
FALL,ISTHMUS,1,BENTHIC,6,Lythrypnus dalli,0,2,14,2,0
FALL,ISTHMUS,1,BENTHIC,6.8,Lythrypnus dalli,0,4,6,0,0
FALL,ISTHMUS,1,BENTHIC,10.9,Lythrypnus dalli,0,0,0,0,0
FALL,ISTHMUS,1,BENTHIC,13.8,Lythrypnus dalli,0,1,0,0,0
FALL,ISTHMUS,1,BENTHIC,17.9,Lythrypnus dalli,0,0,0,0,0
FALL,ISTHMUS,1,BENTHIC,19.8,Lythrypnus dalli,0,0,1,1,0
FALL,ISTHMUS,1,BENTHIC,22,Lythrypnus dalli,0,2,7,3,0
FALL,ISTHMUS,1,BENTHIC,26.3,Lythrypnus dalli,0,0,1,2,0
FALL,ISTHMUS,1,BENTHIC,27,Lythrypnus dalli,0,0,2,1,0
FALL,ISTHMUS,2,BENTHIC,1.9,Lythrypnus dalli,0,1,2,0,0
FALL,ISTHMUS,2,BENTHIC,4.4,Lythrypnus dalli,0,2,3,1,0
FALL,ISTHMUS,2,BENTHIC,6.7,Lythrypnus dalli,0,1,3,0,0
FALL,ISTHMUS,2,BENTHIC,10.3,Lythrypnus dalli,0,1,2,0,0
FALL,ISTHMUS,2,BENTHIC,13.3,Lythrypnus dalli,0,1,1,0,0
FALL,ISTHMUS,2,BENTHIC,16.4,Lythrypnus dalli,0,4,1,1,0
FALL,ISTHMUS,2,BENTHIC,20.7,Lythrypnus dalli,0,1,12,1,0
FALL,ISTHMUS,2,BENTHIC,22.7,Lythrypnus dalli,0,0,6,1,0
FALL,ISTHMUS,2,BENTHIC,26.7,Lythrypnus dalli,0,2,9,2,0
FALL,ISTHMUS,2,BENTHIC,29.7,Lythrypnus dalli,0,0,14,2,0
FALL,ISTHMUS,3,BENTHIC,0.2,Lythrypnus dalli,0,3,2,1,0
FALL,ISTHMUS,3,BENTHIC,3.3,Lythrypnus dalli,0,0,3,6,0
FALL,ISTHMUS,3,BENTHIC,6.9,Lythrypnus dalli,0,2,7,2,0
FALL,ISTHMUS,3,BENTHIC,10.5,Lythrypnus dalli,0,3,14,2,0
FALL,ISTHMUS,3,BENTHIC,14.1,Lythrypnus dalli,0,0,3,1,0
FALL,ISTHMUS,3,BENTHIC,16.9,Lythrypnus dalli,0,0,8,1,0
FALL,ISTHMUS,3,BENTHIC,18.7,Lythrypnus dalli,0,1,0,0,0
FALL,ISTHMUS,3,BENTHIC,21.8,Lythrypnus dalli,0,2,6,0,0
FALL,ISTHMUS,3,BENTHIC,25.4,Lythrypnus dalli,0,0,11,3,0
FALL,ISTHMUS,3,BENTHIC,27.4,Lythrypnus dalli,0,0,2,2,0
FALL,ISTHMUS,4,BENTHIC,2.7,Lythrypnus dalli,0,5,6,0,0
FALL,ISTHMUS,4,BENTHIC,3.5,Lythrypnus dalli,0,4,1,0,0
FALL,ISTHMUS,4,BENTHIC,8.7,Lythrypnus dalli,0,0,21,2,0
FALL,ISTHMUS,4,BENTHIC,11.5,Lythrypnus dalli,0,0,18,2,0
FALL,ISTHMUS,4,BENTHIC,13.3,Lythrypnus dalli,0,0,8,1,0
FALL,ISTHMUS,4,BENTHIC,18,Lythrypnus dalli,0,4,9,0,0
FALL,ISTHMUS,4,BENTHIC,20.2,Lythrypnus dalli,0,1,5,2,0
FALL,ISTHMUS,4,BENTHIC,22.2,Lythrypnus dalli,0,1,4,0,0
FALL,ISTHMUS,4,BENTHIC,26.6,Lythrypnus dalli,0,0,1,0,0
FALL,ISTHMUS,4,BENTHIC,28.5,Lythrypnus dalli,0,1,6,0,0
FALL,PARADISE,1,BENTHIC,2.1,Lythrypnus dalli,0,0,0,0,0
FALL,PARADISE,1,BENTHIC,5.1,Lythrypnus dalli,0,0,0,0,0
FALL,PARADISE,1,BENTHIC,7.4,Lythrypnus dalli,0,0,0,0,0
FALL,PARADISE,1,BENTHIC,9,Lythrypnus dalli,0,0,0,0,0
FALL,PARADISE,1,BENTHIC,12.6,Lythrypnus dalli,0,0,0,0,0
FALL,PARADISE,1,BENTHIC,16.5,Lythrypnus dalli,0,0,0,0,0
FALL,PARADISE,1,BENTHIC,20.8,Lythrypnus dalli,0,0,0,0,0
FALL,PARADISE,1,BENTHIC,22.6,Lythrypnus dalli,0,0,0,0,0
FALL,PARADISE,1,BENTHIC,24.8,Lythrypnus dalli,0,0,0,0,0
FALL,PARADISE,1,BENTHIC,27.4,Lythrypnus dalli,0,0,0,0,0
FALL,PARADISE,2,BENTHIC,0.1,Lythrypnus dalli,0,0,0,0,0
FALL,PARADISE,2,BENTHIC,4,Lythrypnus dalli,0,0,0,0,0
FALL,PARADISE,2,BENTHIC,7.5,Lythrypnus dalli,0,0,0,0,0
FALL,PARADISE,2,BENTHIC,11.6,Lythrypnus dalli,0,0,0,0,0
FALL,PARADISE,2,BENTHIC,13.1,Lythrypnus dalli,0,0,0,0,0
FALL,PARADISE,2,BENTHIC,15.2,Lythrypnus dalli,0,0,0,0,0
FALL,PARADISE,2,BENTHIC,18.7,Lythrypnus dalli,0,0,0,0,0
FALL,PARADISE,2,BENTHIC,21.9,Lythrypnus dalli,0,0,0,0,0
FALL,PARADISE,2,BENTHIC,25.3,Lythrypnus dalli,0,0,0,0,0
FALL,PARADISE,2,BENTHIC,28,Lythrypnus dalli,0,0,0,0,0
FALL,PARADISE,3,BENTHIC,1.5,Lythrypnus dalli,0,0,0,0,0
FALL,PARADISE,3,BENTHIC,4.8,Lythrypnus dalli,0,0,0,0,0
FALL,PARADISE,3,BENTHIC,7.2,Lythrypnus dalli,0,0,0,0,0
FALL,PARADISE,3,BENTHIC,9.1,Lythrypnus dalli,0,0,0,0,0
FALL,PARADISE,3,BENTHIC,13.7,Lythrypnus dalli,0,0,0,0,0
FALL,PARADISE,3,BENTHIC,17.6,Lythrypnus dalli,0,0,0,0,0
FALL,PARADISE,3,BENTHIC,20.4,Lythrypnus dalli,0,0,0,0,0
FALL,PARADISE,3,BENTHIC,21,Lythrypnus dalli,0,0,0,0,0
FALL,PARADISE,3,BENTHIC,24.4,Lythrypnus dalli,0,0,0,0,0
FALL,PARADISE,3,BENTHIC,27.8,Lythrypnus dalli,0,0,0,0,0
FALL,PARADISE,4,BENTHIC,2.6,Lythrypnus dalli,0,0,0,0,0
FALL,PARADISE,4,BENTHIC,3.7,Lythrypnus dalli,0,0,0,0,0
FALL,PARADISE,4,BENTHIC,6.5,Lythrypnus dalli,0,0,0,0,0
FALL,PARADISE,4,BENTHIC,11.6,Lythrypnus dalli,0,0,0,0,0
FALL,PARADISE,4,BENTHIC,14,Lythrypnus dalli,0,0,0,0,0
FALL,PARADISE,4,BENTHIC,16.6,Lythrypnus dalli,0,0,0,0,0
FALL,PARADISE,4,BENTHIC,20.5,Lythrypnus dalli,0,0,0,0,0
FALL,PARADISE,4,BENTHIC,21.2,Lythrypnus dalli,0,0,0,0,0
FALL,PARADISE,4,BENTHIC,24.6,Lythrypnus dalli,0,0,0,0,0
FALL,PARADISE,4,BENTHIC,29.5,Lythrypnus dalli,0,0,0,0,0
FALL,EMPIRE,1,BENTHIC,1,Lythrypnus dalli,0,0,0,0,0
FALL,EMPIRE,1,BENTHIC,3.4,Lythrypnus dalli,0,0,0,0,0
FALL,EMPIRE,1,BENTHIC,6.2,Lythrypnus dalli,0,0,0,0,0
FALL,EMPIRE,1,BENTHIC,10,Lythrypnus dalli,0,0,0,0,0
FALL,EMPIRE,1,BENTHIC,14.1,Lythrypnus dalli,0,0,0,0,0
FALL,EMPIRE,1,BENTHIC,16.9,Lythrypnus dalli,0,0,0,0,0
FALL,EMPIRE,1,BENTHIC,19,Lythrypnus dalli,0,0,0,0,0
FALL,EMPIRE,1,BENTHIC,21.6,Lythrypnus dalli,0,0,0,0,0
FALL,EMPIRE,1,BENTHIC,24.4,Lythrypnus dalli,0,0,0,0,0
FALL,EMPIRE,1,BENTHIC,29.8,Lythrypnus dalli,0,0,0,0,0
FALL,EMPIRE,2,BENTHIC,2.9,Lythrypnus dalli,0,0,0,0,0
FALL,EMPIRE,2,BENTHIC,5.4,Lythrypnus dalli,0,0,0,0,0
FALL,EMPIRE,2,BENTHIC,7.6,Lythrypnus dalli,0,0,0,0,0
FALL,EMPIRE,2,BENTHIC,11.4,Lythrypnus dalli,0,0,0,0,0
FALL,EMPIRE,2,BENTHIC,13,Lythrypnus dalli,0,0,0,0,0
FALL,EMPIRE,2,BENTHIC,18,Lythrypnus dalli,0,0,0,0,0
FALL,EMPIRE,2,BENTHIC,19.5,Lythrypnus dalli,0,0,0,0,0
FALL,EMPIRE,2,BENTHIC,21.7,Lythrypnus dalli,0,0,0,0,0
FALL,EMPIRE,2,BENTHIC,24.2,Lythrypnus dalli,0,0,0,0,0
FALL,EMPIRE,2,BENTHIC,27.4,Lythrypnus dalli,0,0,0,0,0
FALL,EMPIRE,3,BENTHIC,2.1,Lythrypnus dalli,0,0,0,0,0
FALL,EMPIRE,3,BENTHIC,3.8,Lythrypnus dalli,0,0,0,0,0
FALL,EMPIRE,3,BENTHIC,6.2,Lythrypnus dalli,0,0,0,0,0
FALL,EMPIRE,3,BENTHIC,11.5,Lythrypnus dalli,0,0,0,0,0
FALL,EMPIRE,3,BENTHIC,14.2,Lythrypnus dalli,0,0,0,0,0
FALL,EMPIRE,3,BENTHIC,16.5,Lythrypnus dalli,0,0,0,0,0
FALL,EMPIRE,3,BENTHIC,19.2,Lythrypnus dalli,0,0,0,0,0
FALL,EMPIRE,3,BENTHIC,23.5,Lythrypnus dalli,0,0,0,0,0
FALL,EMPIRE,3,BENTHIC,26.3,Lythrypnus dalli,0,0,0,0,0
FALL,EMPIRE,3,BENTHIC,28.5,Lythrypnus dalli,0,0,0,0,0
FALL,EMPIRE,4,BENTHIC,2,Lythrypnus dalli,0,0,0,0,0
FALL,EMPIRE,4,BENTHIC,3.7,Lythrypnus dalli,0,0,0,0,0
FALL,EMPIRE,4,BENTHIC,8.1,Lythrypnus dalli,0,0,0,0,0
FALL,EMPIRE,4,BENTHIC,11.6,Lythrypnus dalli,0,0,0,0,0
FALL,EMPIRE,4,BENTHIC,15,Lythrypnus dalli,0,0,0,0,0
FALL,EMPIRE,4,BENTHIC,15.3,Lythrypnus dalli,0,0,0,0,0
FALL,EMPIRE,4,BENTHIC,18.3,Lythrypnus dalli,0,0,0,0,0
FALL,EMPIRE,4,BENTHIC,23.5,Lythrypnus dalli,0,0,0,0,0
FALL,EMPIRE,4,BENTHIC,26.3,Lythrypnus dalli,0,0,0,0,0
FALL,EMPIRE,4,BENTHIC,27.4,Lythrypnus dalli,0,0,0,0,0
WINTER,BEYOND,1,BENTHIC,1.5,Lythrypnus dalli,0,0,2,3,0
WINTER,BEYOND,1,BENTHIC,4.5,Lythrypnus dalli,0,0,0,0,0
WINTER,BEYOND,1,BENTHIC,6.4,Lythrypnus dalli,0,0,1,0,0
WINTER,BEYOND,1,BENTHIC,11.2,Lythrypnus dalli,0,0,0,0,0
WINTER,BEYOND,1,BENTHIC,13.9,Lythrypnus dalli,0,0,0,4,0
WINTER,BEYOND,1,BENTHIC,17.4,Lythrypnus dalli,0,0,0,1,0
WINTER,BEYOND,1,BENTHIC,18,Lythrypnus dalli,0,0,0,0,0
WINTER,BEYOND,1,BENTHIC,21.3,Lythrypnus dalli,0,0,3,0,0
WINTER,BEYOND,1,BENTHIC,24.9,Lythrypnus dalli,0,2,1,1,0
WINTER,BEYOND,1,BENTHIC,27.3,Lythrypnus dalli,0,0,1,0,0
WINTER,BEYOND,2,BENTHIC,2.7,Lythrypnus dalli,0,0,0,2,1
WINTER,BEYOND,2,BENTHIC,5.3,Lythrypnus dalli,0,0,0,0,0
WINTER,BEYOND,2,BENTHIC,6.6,Lythrypnus dalli,0,0,0,0,0
WINTER,BEYOND,2,BENTHIC,11.2,Lythrypnus dalli,0,0,0,0,0
WINTER,BEYOND,2,BENTHIC,14,Lythrypnus dalli,0,0,0,8,2
WINTER,BEYOND,2,BENTHIC,17.7,Lythrypnus dalli,0,0,0,0,0
WINTER,BEYOND,2,BENTHIC,18.7,Lythrypnus dalli,0,0,0,0,0
WINTER,BEYOND,2,BENTHIC,22.1,Lythrypnus dalli,0,0,0,0,0
WINTER,BEYOND,2,BENTHIC,26.9,Lythrypnus dalli,0,0,0,0,1
WINTER,BEYOND,2,BENTHIC,27.8,Lythrypnus dalli,0,0,0,3,0
WINTER,BEYOND,3,BENTHIC,0.4,Lythrypnus dalli,0,0,0,0,0
WINTER,BEYOND,3,BENTHIC,5.6,Lythrypnus dalli,0,0,0,0,0
WINTER,BEYOND,3,BENTHIC,8.7,Lythrypnus dalli,0,0,0,0,0
WINTER,BEYOND,3,BENTHIC,10.8,Lythrypnus dalli,0,0,0,9,0
WINTER,BEYOND,3,BENTHIC,14.3,Lythrypnus dalli,0,0,0,0,0
WINTER,BEYOND,3,BENTHIC,15.2,Lythrypnus dalli,0,0,0,0,0
WINTER,BEYOND,3,BENTHIC,20.8,Lythrypnus dalli,0,0,0,0,0
WINTER,BEYOND,3,BENTHIC,21.1,Lythrypnus dalli,0,0,0,0,0
WINTER,BEYOND,3,BENTHIC,26.3,Lythrypnus dalli,0,0,0,0,0
WINTER,BEYOND,3,BENTHIC,27.8,Lythrypnus dalli,0,0,0,0,1
WINTER,BEYOND,4,BENTHIC,0.7,Lythrypnus dalli,0,0,0,0,0
WINTER,BEYOND,4,BENTHIC,5.9,Lythrypnus dalli,0,0,0,0,0
WINTER,BEYOND,4,BENTHIC,8.7,Lythrypnus dalli,0,0,0,0,0
WINTER,BEYOND,4,BENTHIC,10.6,Lythrypnus dalli,0,0,0,0,0
WINTER,BEYOND,4,BENTHIC,13,Lythrypnus dalli,0,0,2,2,0
WINTER,BEYOND,4,BENTHIC,17,Lythrypnus dalli,0,0,0,0,0
WINTER,BEYOND,4,BENTHIC,19.7,Lythrypnus dalli,0,0,0,0,0
WINTER,BEYOND,4,BENTHIC,21.2,Lythrypnus dalli,0,0,0,0,0
WINTER,BEYOND,4,BENTHIC,26.4,Lythrypnus dalli,0,0,0,0,0
WINTER,BEYOND,4,BENTHIC,27.9,Lythrypnus dalli,0,0,0,0,0
WINTER,ISTHMUS,1,BENTHIC,3,Lythrypnus dalli,0,0,1,0,0
WINTER,ISTHMUS,1,BENTHIC,5.1,Lythrypnus dalli,0,0,0,3,0
WINTER,ISTHMUS,1,BENTHIC,7.9,Lythrypnus dalli,0,0,0,3,1
WINTER,ISTHMUS,1,BENTHIC,10.4,Lythrypnus dalli,0,0,0,0,0
WINTER,ISTHMUS,1,BENTHIC,12.4,Lythrypnus dalli,0,0,1,1,0
WINTER,ISTHMUS,1,BENTHIC,17.3,Lythrypnus dalli,0,0,1,2,0
WINTER,ISTHMUS,1,BENTHIC,19,Lythrypnus dalli,0,0,0,0,1
WINTER,ISTHMUS,1,BENTHIC,21.8,Lythrypnus dalli,0,2,5,4,0
WINTER,ISTHMUS,1,BENTHIC,24.7,Lythrypnus dalli,0,0,0,0,0
WINTER,ISTHMUS,1,BENTHIC,29,Lythrypnus dalli,0,1,2,1,1
WINTER,ISTHMUS,2,BENTHIC,0.4,Lythrypnus dalli,0,0,0,1,0
WINTER,ISTHMUS,2,BENTHIC,5.4,Lythrypnus dalli,0,0,0,0,0
WINTER,ISTHMUS,2,BENTHIC,6.1,Lythrypnus dalli,0,0,0,0,0
WINTER,ISTHMUS,2,BENTHIC,12,Lythrypnus dalli,0,0,0,0,0
WINTER,ISTHMUS,2,BENTHIC,14.9,Lythrypnus dalli,0,0,2,4,0
WINTER,ISTHMUS,2,BENTHIC,17.1,Lythrypnus dalli,0,0,0,2,0
WINTER,ISTHMUS,2,BENTHIC,20.6,Lythrypnus dalli,0,0,0,1,0
WINTER,ISTHMUS,2,BENTHIC,22.6,Lythrypnus dalli,0,4,0,4,0
WINTER,ISTHMUS,2,BENTHIC,25.6,Lythrypnus dalli,0,0,0,0,1
